Keyword;Position;Previous Position;Search Volume;CPC;Url;Traffic;Traffic (%);Competition;Keyword Difficulty;Intents;Trends
best fostering agency scotland;3;3;110;11.05;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/scotland/;4;0.02;0.63;16.00;0;0.42,0.80,1.00,0.66,0.52,0.80,0.42,0.42,0.23,0.33,0.42,0.33
step-down foster parent;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/bridging-fostering/;4;0.02;0.33;6.00;1;0.82,1.00,0.82,0.82,1.00,1.00,0.41,0.41,0.29,0.52,0.64,0.64
fostering in dudley;5;5;140;9.59;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-dudley/;4;0.02;0.25;9.00;1;0.64,0.82,1.00,0.82,1.00,0.82,1.00,0.82,0.82,0.64,0.52,0.82
what is a respite carer;7;3;170;1.82;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/stayover-care/;4;0.02;0.12;35.00;1;0.04,0.04,0.04,0.05,0.04,1.00,0.00,0.00,0.00,0.00,0.00,0.00
therapeutic foster parent;3;3;110;3.05;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/therapeutic-fostering/;4;0.02;0.56;8.00;1;1.00,0.23,0.52,0.42,0.33,0.66,0.66,0.52,0.52,0.42,0.33,0.42
fostering somerset;5;5;140;4.85;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-somerset/;4;0.02;0.65;22.00;1;0.19,0.52,0.66,0.66,0.80,1.00,0.80,0.66,0.52,0.66,1.00,0.66
best paying fostering agency uk;6;6;210;5.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/how-to-choose-a-foster-agency/;4;0.02;0.99;18.00;0;0.65,1.00,1.00,1.00,1.00,1.00,0.65,0.80,0.42,0.53,0.42,0.42
can single person foster parent;1;1;140;3.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;4;0.02;0.52;8.00;1;0.34,0.21,0.21,1.00,1.00,1.00,0.53,0.53,0.34,0.21,0.21,0.15
what is a foster parent;6;6;880;2.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.19;31.00;1;0.67,0.67,0.55,0.76,0.76,0.76,0.55,0.67,0.67,0.76,0.67,0.76
child fostering;4;4;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;4;0.02;0.00;35.00;1;1.00,1.00,0.80,0.66,0.80,0.80,0.80,0.66,0.80,0.80,0.80,0.66
foster carers west midlands;4;4;110;11.58;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;3;0.01;0.05;13.00;1;0.34,0.00,0.21,0.65,0.28,0.28,0.15,0.28,0.65,1.00,0.34,0.34
short term fostering pay;3;3;110;1.69;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/short-term-fostering/;3;0.01;0.43;17.00;1;0.09,0.66,0.52,0.52,0.52,0.80,0.80,0.66,0.52,0.66,0.52,0.52
fostering logo;5;5;110;0.00;https://www.nationalfosteringgroup.co.uk/;3;0.01;0.29;60.00;1;0.08,0.06,0.28,0.28,0.18,0.28,0.23,0.15,0.15,0.18,0.23,0.23
foster payments;14;14;880;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.57;21.00;1;0.34,0.44,0.30,0.20,0.30,0.34,0.30,0.24,0.24,0.44,0.24,0.24
no council tax for foster carers england;5;5;110;1.48;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;3;0.01;0.15;9.00;1;0.41,0.52,0.52,0.82,0.64,0.82,0.41,0.82,0.64,0.52,0.52,0.52
foster social worker;6;6;140;1.59;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;3;0.01;0.22;9.00;1;0.34,0.53,1.00,0.81,0.34,0.28,0.43,0.34,0.28,0.28,0.21,0.21
independent fostering agencies near me;2;2;90;6.09;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;3;0.01;0.54;30.00;3;0.17,0.52,1.00,0.82,0.82,0.82,0.52,0.52,0.23,0.23,0.52,0.52
fostering agency birmingham;6;6;170;7.49;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;3;0.01;0.22;40.00;0;0.05,0.29,0.23,0.29,0.29,0.23,0.23,0.36,0.29,0.23,0.19,0.15
foster and adoptive;10;10;390;1.10;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;3;0.01;0.42;19.00;1;0.07,0.26,0.72,0.32,0.39,0.39,0.39,0.32,0.48,0.21,0.48,0.48
foster care income;5;5;110;1.69;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;3;0.01;0.51;14.00;1;0.65,0.80,0.53,0.26,0.42,0.42,0.42,0.26,0.34,0.34,0.34,0.42
become a foster;7;7;140;12.62;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;3;0.01;0.66;25.00;0;0.04,0.43,0.43,0.35,0.29,0.35,0.43,0.22,0.18,0.22,0.18,0.22
london foster care;2;2;90;6.73;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;3;0.01;0.62;34.00;0;0.41,0.52,0.64,0.82,0.41,0.41,0.64,0.41,0.52,0.41,0.29,0.41
fostering preston;4;4;140;8.19;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-preston/;3;0.01;0.38;10.00;0;0.06,0.34,0.43,0.43,1.00,0.65,0.53,0.53,0.43,0.43,0.34,0.34
how much money do you get from fostering;3;3;90;1.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.57;9.00;1;0.41,0.52,0.52,0.29,0.41,0.52,0.52,0.52,0.41,0.52,0.41,0.52
nfg charms login;9;9;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;3;0.01;0.01;8.00;3;0.34,0.34,0.12,0.43,0.43,0.43,0.81,1.00,0.65,0.53,0.28,0.28
is foster income taxable;3;3;90;2.16;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;3;0.01;0.13;8.00;1;0.53,0.34,0.34,0.26,0.26,0.26,0.53,0.34,0.26,0.26,0.42,0.34
mother and baby fostering allowances;6;6;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/parent-and-child-fostering/;3;0.01;0.00;4.00;1;0.53,0.53,1.00,1.00,1.00,0.65,0.34,0.34,0.42,0.34,0.34,0.34
apply to foster;9;9;170;23.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;3;0.01;0.71;21.00;1;0.35,0.66,0.82,1.00,0.35,0.28,0.23,0.23,0.23,0.17,0.23,0.28
foster care parents;7;7;140;6.70;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;3;0.01;0.55;27.00;1;0.66,0.80,0.66,1.00,0.42,0.42,0.66,0.52,0.66,0.52,0.52,0.52
free online training courses for foster carers with certificates;5;5;110;1.58;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;3;0.01;0.47;14.00;1;0.52,0.64,1.00,0.82,0.64,1.00,0.64,0.52,0.23,0.29,0.52,0.41
behaviour chart;14;14;1000;0.27;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;3;0.01;0.99;14.00;1;0.52,0.52,0.52,0.37,0.68,0.68,0.52,0.37,0.52,0.68,0.84,0.25
foster care payments uk;9;9;170;1.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.56;22.00;1;0.29,0.36,0.23,0.29,0.23,0.23,0.23,0.19,0.19,0.19,0.15,0.15
skills to foster;3;3;140;2.59;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/foundations-to-foster/;3;0.01;0.49;7.00;1;0.23,0.80,0.80,1.00,0.66,0.66,0.80,0.66,0.66,0.80,0.52,0.52
how do i become a foster parent;7;7;590;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;3;0.01;0.63;28.00;1;0.62,0.55,0.30,0.30,0.30,0.36,0.30,0.30,0.24,0.30,0.20,0.36
how do you become a foster carer;6;6;140;6.77;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;3;0.01;0.70;20.00;1;0.21,0.02,0.04,0.02,0.04,0.04,0.03,0.03,0.02,0.02,1.00,0.04
single foster carer;3;3;90;4.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;3;0.01;0.42;7.00;1;0.41,0.29,0.41,0.52,1.00,1.00,1.00,0.41,0.52,0.41,0.52,0.52
national fostering group jobs;2;2;170;1.64;https://www.nationalfosteringgroup.co.uk/careers/;3;0.01;0.12;18.00;0;0.42,0.65,0.65,0.65,0.65,0.65,0.34,0.80,0.53,1.00,0.53,0.53
fostering agencies in wales;3;3;110;8.78;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;3;0.01;0.76;19.00;0;0.78,1.00,0.50,0.78,0.78,1.00,1.00,0.78,0.78,0.78,0.78,0.78
foster wales;5;5;590;7.07;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/wales/;3;0.01;0.61;28.00;2;0.67,0.44,0.54,0.54,0.67,0.54,0.81,1.00,0.67,0.54,0.44,0.67
my charms uk login;5;5;110;0.00;https://www.nationalfosteringgroup.co.uk/;3;0.01;0.33;5.00;3;0.03,0.53,1.00,0.34,0.53,0.80,0.26,0.26
foster in birmingham;2;2;110;7.94;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;3;0.01;0.29;18.00;0;0.64,1.00,0.78,0.64,0.64,0.64,0.35,0.50,0.78,1.00,0.50,0.78
fostering in wolverhampton;7;7;210;12.93;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-wolverhampton/;3;0.01;0.16;12.00;0;0.02,0.29,0.36,0.23,0.19,0.19,0.23,0.23,0.29,0.23,0.12,0.12
difference between fostering and adopting;6;6;140;0.40;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;3;0.01;0.12;9.00;1;0.65,0.65,0.53,0.42,1.00,0.80,0.53,0.42,0.65,0.42,0.42,0.53
what is trauma bonding;15;15;1300;0.44;https://www.nationalfosteringgroup.co.uk/news-and-blog/what-is-a-trauma-bond-and-how-can-it-affect-children-and-young-people/;3;0.01;0.01;39.00;1;1.00,0.52,0.68,0.52,0.68,0.68,0.68,0.84,0.68,0.84,0.68,0.68
do foster carers pay tax;3;3;390;1.57;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;3;0.01;0.32;21.00;1;0.43,1.00,1.00,1.00,0.81,0.81,0.81,0.81,0.54,0.54,0.54,0.66
how to start fostering;9;9;170;7.08;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;3;0.01;0.62;28.00;1;0.34,0.65,0.53,1.00,0.65,0.53,0.34,0.43,0.34,0.43,0.28,0.34
foster carer tax;3;3;90;2.34;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/tax-and-foster-care/;3;0.01;0.31;10.00;1;0.06,0.14,0.14,0.18,0.22,0.29,0.29,0.29,0.22,0.18,0.18,0.22
fostering peterborough;3;3;90;9.58;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-peterborough/;3;0.01;0.44;9.00;1;0.23,1.00,0.82,0.82,0.64,0.82,0.52,0.41,0.29,0.41,0.29,0.64
how old do you have to be to foster;4;4;90;3.77;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/is-there-an-age-limit-for-fostering/;3;0.01;0.68;8.00;1;0.14,0.22,0.29,0.29,0.18,0.14,0.18,0.14,0.10,0.14,0.14,0.14
fostering in lincolnshire;4;4;110;6.93;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-lincoln/;3;0.01;0.63;19.00;1;0.09,0.80,1.00,0.66,0.52,0.52,0.52,0.42,0.33,0.33,0.33,0.33
ideas for a reward chart;5;5;140;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;3;0.01;1.00;22.00;1;0.80,0.80,0.65,1.00,0.53,0.53,0.34,0.53,0.42,0.53,0.26,0.34
how much is foster care allowance;2;2;320;1.46;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.55;28.00;1;0.35,0.66,1.00,0.81,0.54,0.54,0.54,0.35,0.35,0.35,0.28,0.28
foster carer jobs;6;6;140;3.76;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;3;0.01;0.55;16.00;0;1.00,0.80,0.66,0.52,0.66,0.66,0.66,0.66,0.66,0.33,0.66,0.66
part time foster parent;4;4;90;5.02;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;3;0.01;0.73;9.00;1;0.52,0.23,0.42,1.00,0.23,0.33,0.33,0.33,0.33,0.33,0.33,0.33
form f assessments;4;4;110;2.33;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/form-f/;3;0.01;0.16;9.00;1;0.64,0.78,1.00,1.00,0.78,0.78,0.64,0.50,0.64,0.50,0.78,0.78
does fostering affect universal credit;4;4;90;6.01;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/state-benefits-and-pensions/;3;0.01;0.12;8.00;1;0.42,0.80,0.52,0.52,0.52,0.33,0.23,0.42,0.42,0.42,0.33,0.23
behaviour reward chart;7;7;140;0.29;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;3;0.01;1.00;17.00;1;0.53,0.42,0.53,1.00,0.42,0.53,0.26,0.53,0.42,0.42,0.34,0.42
fostering in london uk;6;6;170;6.73;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;3;0.01;0.62;37.00;0;0.43,0.65,0.43,1.00,0.53,0.43,0.34,0.53,0.43,0.43,0.34,0.34
foster care process;7;7;140;4.91;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;3;0.01;0.52;20.00;1;0.26,0.65,0.65,0.53,0.53,0.53,0.65,0.65,0.42,0.34,0.26,0.26
meaning of fostering in english;5;5;110;2.03;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;3;0.01;0.03;28.00;1;0.82,0.64,0.64,1.00,0.82,0.64,0.52,1.00,0.82,0.17,0.41,0.17
foster care social worker;6;6;140;1.59;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/supervising-social-worker/;3;0.01;0.22;9.00;1;0.65,0.53,0.80,0.65,0.53,0.53,0.53,0.80,0.42,0.42,0.42,0.34
animal foster parent;8;8;170;0.99;https://www.nationalfosteringgroup.co.uk/news-and-blog/pets-do-not-usually-present-a-problem-when-adopting-or-fostering-unless-they-are-known-to-be-dangerous/;3;0.01;0.15;26.00;1;0.35,0.17,0.28,0.53,0.43,0.35,0.43,1.00,0.35,0.35,0.28,0.43
long term fostering or adoption;4;4;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/should-i-foster-or-adopt/;3;0.01;0.33;7.00;1;0.07,0.42,0.42,0.42,0.53,0.53,1.00,0.53,0.34,0.34,0.26,0.42
foster caring pay;5;5;110;1.83;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.57;20.00;1;0.66,0.80,0.80,0.52,0.66,0.80,1.00,0.42,0.19,0.42,0.23,0.42
my charms foster carer login;7;7;140;0.00;https://www.nationalfosteringgroup.co.uk/;3;0.01;0.02;9.00;3;0.00,0.00,0.00,0.00,0.00,0.35,0.53,0.43,0.82,1.00,0.53,0.66
fostering in warrington;3;3;110;4.57;https://www.nationalfosteringgroup.co.uk/national-fostering-agency/north-west/;3;0.01;0.44;8.00;2;0.50,0.50,0.78,1.00,0.78,1.00,0.78,0.78,0.64,0.64,0.64,0.64
rewards chart for kids;7;7;140;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/how-to-use-a-rewards-chart-successfully/;3;0.01;0.00;20.00;1;0.80,0.80,0.66,1.00,0.66,0.66,0.42,1.00,0.66,0.52,0.52,0.42
fostering agency wombourne;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-wolverhampton/;3;0.01;0.00;9.00;1;0.00,0.33,0.33,0.42,0.52,0.42,1.00,1.00,1.00,0.66,0.42,0.52
foster care west midlands;6;6;170;11.58;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-birmingham/;3;0.01;0.05;17.00;0;0.03,0.53,0.53,0.65,0.80,0.65,1.00,0.80,0.80,0.65,0.53,0.65
emergency placement foster care;2;2;90;4.64;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/emergency-foster-care/;3;0.01;0.53;7.00;1;1.00,1.00,0.78,0.78,0.78,1.00,0.78,0.50,0.35,0.28,0.35,0.35
how long does it take to become a foster parent;3;3;390;4.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;3;0.01;0.59;20.00;1;0.20,0.36,0.36,0.36,0.36,0.30,0.36,0.30,0.24,0.20,0.30,0.30
how much does a foster parent get paid;2;2;260;1.31;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.56;22.00;1;0.29,0.43,0.43,0.43,0.43,0.54,0.54,0.43,0.43,0.66,1.00,0.43
fostering derbyshire;7;7;140;8.95;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-derby/;3;0.01;0.66;9.00;1;0.52,1.00,1.00,0.80,0.80,1.00,0.80,0.52,0.42,0.52,0.52,0.52
do you get paid for fostering a dog;9;9;170;0.79;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.03;31.00;1;0.28,0.21,0.34,0.53,0.53,0.43,0.53,1.00,0.65,0.65,0.34,0.65
can you foster and work full-time uk;2;2;110;2.60;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;3;0.01;0.70;10.00;1;1.00,1.00,0.80,0.42,0.42,0.42,0.33,0.33,0.42,0.33,0.42,0.23
foster care agency near me;1;1;90;11.14;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;3;0.01;0.73;14.00;3;0.66,0.66,0.52,0.42,0.23,0.33,0.23,0.14,0.14,1.00,0.19,0.23
career foster;3;3;90;3.87;https://www.nationalfosteringgroup.co.uk/careers/;3;0.01;0.19;0.0;0;0.07,0.34,0.42,0.42,0.42,1.00,0.26,0.26,0.19,0.19,0.07,0.07
uk foster care;4;4;90;5.18;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;3;0.01;0.64;41.00;1;0.05,0.02,0.03,0.03,0.01,0.01,0.16,0.01,0.30,0.01,0.02,0.02
foster care support worker;1;1;110;2.49;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/support-worker/;3;0.01;0.29;15.00;0;0.26,0.53,1.00,0.65,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26
fostering law;8;8;140;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/what-is-fostering/;3;0.01;0.33;9.00;1;0.26,0.34,0.42,0.42,1.00,1.00,0.80,1.00,0.65,0.42,0.53,0.11
form f assessor training;9;9;210;2.11;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/form-f/;3;0.01;0.17;9.00;1;0.43,0.65,0.81,1.00,1.00,0.81,0.65,0.81,0.65,0.81,0.34,0.43
angela hart;3;3;110;0.00;https://www.nationalfosteringgroup.co.uk/news-and-blog/an-interview-with-best-selling-author-and-foster-carer-angela-hart/;3;0.01;0.18;26.00;1;0.28,0.34,0.34,0.28,0.34,0.34,0.53,0.21,0.34,0.53,0.34,0.21
fostering allowance ni;5;5;110;1.25;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-newtownards/;3;0.01;0.51;12.00;1;0.41,1.00,1.00,0.64,0.41,0.64,0.52,0.52,0.82,0.64,0.64,0.64
how much is foster care;2;2;90;2.07;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.52;20.00;1;0.80,0.52,0.52,0.42,0.33,0.33,0.33,0.33,0.33,0.23,0.33,0.23
foster jobs near me;3;3;90;5.09;https://www.nationalfosteringgroup.co.uk/careers/job-vacancies/;3;0.01;0.60;11.00;3;0.78,0.50,0.50,0.78,0.64,0.50,0.50,0.64,0.50,0.50,0.50,0.50
foster care leicester;5;5;140;8.75;https://www.nationalfosteringgroup.co.uk/jay-fostering/;3;0.01;0.52;21.00;0;0.33,0.66,0.66,0.66,0.80,1.00,0.66,0.80,0.66,0.80,0.66,0.66
fostering stoke on trent;7;7;260;11.41;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-stoke-on-trent/;3;0.01;0.59;14.00;0;0.28,1.00,1.00,0.81,1.00,0.81,0.81,0.65,1.00,0.65,0.81,0.65
foster parents pay uk;4;4;110;1.72;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.56;17.00;1;0.64,1.00,1.00,0.82,0.52,0.64,0.64,0.41,0.29,0.41,0.41,0.41
can you work and be a foster carer;4;4;140;2.97;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-foster-and-work-full-time/;3;0.01;0.63;9.00;1;0.43,0.43,0.43,0.43,0.65,0.53,0.43,0.43,0.34,0.28,0.34,0.34
foster care bedroom;4;4;110;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/spare-rooms-and-fostering/;3;0.01;0.09;6.00;1;0.42,0.66,1.00,1.00,0.52,0.80,0.52,0.42,0.23,0.23,0.23,0.19
step-down foster care;7;7;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/types-of-foster-care/bridging-fostering/;3;0.01;0.08;6.00;1;0.04,1.00,1.00,1.00,1.00,1.00,1.00,0.66,0.52,0.52,0.52,0.52
do you get paid to be a foster parent;2;2;260;1.86;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/financial-support/fostering-allowance/;3;0.01;0.54;27.00;1;1.00,0.81,0.65,1.00,0.81,0.65,0.43,0.65,0.81,0.81,1.00,0.65
fostering in scotland;8;8;170;4.69;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-scotland/;3;0.01;0.71;18.00;1;0.21,0.53,0.65,0.65,0.65,0.53,0.53,0.65,0.53,0.65,0.43,0.53
foster care lincolnshire;4;4;110;6.93;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-lincoln/;3;0.01;0.63;20.00;1;0.26,0.53,0.42,0.53,0.42,0.65,0.65,0.34,0.26,0.26,0.34,0.26
can single people be foster parents;3;3;140;3.13;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/can-you-be-a-single-foster-parent/;3;0.01;0.52;7.00;1;0.34,0.21,0.21,1.00,1.00,1.00,0.53,0.53,0.34,0.21,0.21,0.15
fostering in london;2;2;170;6.73;https://www.nationalfosteringgroup.co.uk/find-our-agencies/fostering-in-london/;3;0.01;0.62;26.00;1;0.21,0.43,0.65,0.81,1.00,1.00,0.53,0.43,0.43,0.34,0.28,0.34
fostering requirements uk;4;4;390;3.42;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/who-can-foster/;3;0.01;0.59;28.00;1;0.35,0.81,0.81,0.66,0.66,1.00,0.81,0.66,0.54,0.54,0.54,0.66
fostering manager jobs;7;7;140;0.59;https://www.nationalfosteringgroup.co.uk/careers/work-for-us/social-work/registered-manager/;3;0.01;0.03;10.00;0;0.66,0.42,0.42,0.52,0.66,0.52,0.66,0.42,0.80,0.80,1.00,0.80
how do you become a foster parent;4;4;390;7.20;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/becoming-a-foster-carer/;3;0.01;0.63;33.00;1;0.55,0.24,0.24,0.30,0.16,0.24,0.24,0.45,0.08,0.36,0.16,0.76
foster families near me;1;1;110;2.95;https://www.nationalfosteringgroup.co.uk/find-our-agencies/;3;0.01;0.54;19.00;3;0.14,0.66,0.66,0.66,0.80,0.80,0.80,0.52,0.33,0.42,0.42,0.42
nfa charms login;9;9;170;0.00;https://www.nationalfosteringgroup.co.uk/thinking-about-fostering/support-and-benefits/training/;3;0.01;0.01;8.00;3;0.05,0.05,0.04,0.07,0.05,0.05,0.07,0.05,0.03,0.03,0.02,0.01
