Referring Domain / URL,Target URL,Anchor Text,Action Recommendation,Primary Risk Factor,Confidence Score,Backlinks,Linking Pages,Unique Anchors,Top Anchor Share,Remediation Priority,Follow (Equity) Links,Exact-Match Anchor %,Branded/URL Anchor %,Median Page AScore,Max Page AScore,Avg External Links,Nofollow %,Sponsored,Topically Relevant,Distinct Targets,Lost %,First Seen,Last Seen,Rationale
sleeplognote.com,https://www.performancelab.com/blogs/sleep/sleep-performance-benefits-montmorency-tart-cherry,Montmorency Tart Cherry: Benefits for Sleep and Performance,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,2,1,100%,-,2,0%,0%,0,0,8,0%,no,yes,1,0%,1760642709,1787007616,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
wellsquad.com,https://www.performancelab.com/products/flex,Check out Performance Lab Flex here (+1 more),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,1,2,50%,-,2,0%,100%,1,1,27,0%,no,yes,1,0%,1760844271,1786932561,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
criteriul.ro,https://www.performancelab.com/blogs/multi/what-vitamins-should-a-30-year-old-man-take,studiu,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,2,1,100%,-,2,0%,0%,0,0,56,0%,no,yes,1,0%,1761099339,1787452326,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
americanstartups.com,https://www.performancelab.com/products/mind-lab-pro?a_aid=6478a498896ed&a_bid=aa4be909 (+1 more),Buy Now (+1 more),KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,1,2,50%,-,2,0%,50%,0,0,16,0%,no,yes,2,0%,1761262427,1787571033,"50% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
singaporeanloves.com,https://www.performancelab.com/products/nutrigenesis-multi-men?a_aid=5ad38200d5639&a_bid=58103d09&data1=sgl-pl-multi-for-men&data2=pl-multi-for-men-sgl (+1 more),(empty/image),KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,2,1,1,100%,-,2,0%,0%,0,0,0,0%,no,yes,2,0%,1761449953,1787198036,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
bethelean.kr,http://global.performancelab.com/,performancelab.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,2,2,1,100%,-,0,0%,100%,0,0,11,100%,no,no,1,0%,1761645917,1773985327,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
healthbeautyanswers.com,https://www.performancelab.com/products/flex (+1 more),(empty/image) (+1 more),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,2,2,50%,-,2,0%,0%,0,0,2,0%,no,yes,2,0%,1761675028,1786899168,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
greengurunutrition.com,https://global.performancelab.com/products/energy,Performance Lab website (+1 more),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,1,2,50%,-,0,0%,50%,0,0,6,100%,no,yes,1,0%,1761824411,1787049821,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
nootropicosya.com,https://www.performancelab.com/?a_aid=5d5c4d25e4599&a_bid=a2ad38c1,Performance Lab Mind + Performance Lab Stim (+1 more),KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,1,2,50%,-,2,0%,50%,0,0,17,0%,no,yes,1,0%,1761897092,1786425959,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
gymbeam.ba,https://www.performancelab.com/blogs/pre/are-creatine-and-caffeine-dangerous-together (+1 more),https://www.performancelab.com/blogs/pre/are-creatine-and-caffeine-dangerous-together (+1 more),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,2,2,50%,-,0,0%,100%,1,1,21,100%,no,yes,2,0%,1761904267,1787025993,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
e-directory2u.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1762701488,1784917815,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
directory-cube.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763002806,1786889040,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
seeyoudirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763224521,1785944347,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
2020-directory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763224684,1787118575,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
ebiz-directory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763335609,1787620548,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
cbpsdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763378633,1787568451,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
nerodirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763384283,1787003708,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
thedeepdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763397543,1786875916,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
directory-engine.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763432124,1787578122,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
viewsdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763480600,1787307754,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
princedirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763506014,1784482593,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
studio-directory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763534211,1786849621,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
simbadirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763577042,1787482945,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
prxdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763631770,1787083121,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
sectordirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763723589,1786675681,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
netwebdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763850178,1787596364,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
vietbizdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763910944,1787309889,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
freeurldirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763914420,1787522372,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
mynichedirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1763917313,1787418653,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
web-directory4.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764048109,1787175411,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
directoryrecap.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764050530,1787047339,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
ourbigdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764056591,1786655599,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
thulatula.com,https://www.performancelab.com/blogs/sleep/effective-tips-to-prevent-tossing-and-turning-at-night,10 Effective Tips to Prevent Tossing and Turning at Night (+1 more),KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,2,1,2,50%,-,2,0%,0%,3,3,10,0%,no,yes,1,0%,1764156273,1772963348,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
britedirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764219592,1783425742,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
begindirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764329836,1781060405,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
glowingdirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764336595,1783695343,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
ukdirectorylist.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764358685,1782514808,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
deepodirectory.com,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,https://www.performancelab.com/?a_aid=68990cbe508aa&a_bid=a2ad38c1,KEEP_AFFILIATE_RETAIN,None - Tracked Affiliate Partner,High,2,2,1,100%,-,2,0%,100%,0,0,2,0%,no,yes,1,0%,1764361731,1787424123,"100% of destinations carry the programme's a_aid/a_bid parameters, so this is a tracked affiliate. Commercial anchors are expected of an affiliate and the brief protects the placement; no structural spam signature fired."
