Referring Domain,Action Recommendation,Primary Risk Factor,Confidence Score,Evidence Level,Remediation Priority,Backlinks (true),Backlinks (in sample),Follow (Equity) Links,Domain ascore,IP Address,C-Block,Hosting,Country,Target URL,Anchor Text,Unique Anchors,Exact-Match Anchor %,Branded/URL Anchor %,Avg External Links,Nofollow %,Topically Relevant,First seen,Last seen,Disavow Entry,Rationale
stackoptic.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,104.21.83.149,104.21.83.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-05-26,2026-07-20,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
startupnation.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,33,172.66.40.140,172.66.40.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,performancelab.com (+1 more),2,0%,100%,47,0%,no,2026-01-24,2026-08-22,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
startupresources.io,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,32,104.21.32.90,104.21.32.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,performancelab.com (+1 more),2,0%,100%,18,0%,no,2026-01-13,2026-08-05,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
streamseo.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,15,24.199.107.215,24.199.107.0/24,,us,https://eu.performancelab.com/pages/associates,Join Performance Lab’s Affiliate Program (+1 more),2,0%,100%,29,0%,yes,2025-03-16,2026-08-24,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
subhikh.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,4,93.188.2.55,93.188.2.0/24,,se,,,,,,,,,2026-05-04,2026-07-26,,"2 backlink(s) from an authority-4 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
sudonull.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,0,24,172.67.175.140,172.67.175.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,Performance Lab® Upgrade Yourself (+1 more),2,0%,100%,21,100%,no,2025-01-21,2026-07-05,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
supergelule.fr,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,13,104.21.39.114,104.21.39.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-05-08,2026-08-19,,"2 backlink(s) from an authority-13 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
supplementguides.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,4,194.1.147.69,194.1.147.0/24,,gb,https://www.performancelab.com/ (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-05-21,2026-08-06,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
supplementprograms.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,4,198.54.116.242,198.54.116.0/24,,us,https://www.performancelab.com/ (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-04-26,2026-06-01,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
supplementsaid.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,2,2,2,7,172.67.182.43,172.67.182.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/products/mind-lab-pro (+1 more),(empty/image),1,0%,0%,0,0%,yes,2024-12-26,2026-08-10,,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
supplementstrust.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,2,2,2,2,35.208.253.55,35.208.253.0/24,,us,https://www.performancelab.com/products/mind-lab-pro (+1 more),(empty/image),1,0%,0%,0,0%,yes,2023-12-07,2026-08-08,,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
survivalstrength.com,KEEP_AFFILIATE_RETAIN,None - Redirect / Tracking Host (Behavioural Match),High,Link-level (in 50k sample),-,2,2,2,4,35.226.132.161,35.226.132.0/24,,us,https://www.performancelab.com/products/mind-lab-pro (+1 more),(empty/image),1,0%,0%,0,0%,yes,2025-06-21,2026-06-04,,"No outbound links of its own, 100% empty anchors, and 50% of destinations carry the programme's affiliate parameters. This is link tracking, whatever the domain is called."
svkherbal.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,5,172.67.158.194,172.67.158.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/products/sleep,8 (+1 more),2,0%,50%,29,0%,yes,2026-01-17,2026-07-31,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
sweetsofties.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,33,192.178.155.121,192.178.155.0/24,Google / Blogger,us,https://www.performancelab.com/blogs/nutrition/best-pre-workout-for-women,adaptogenic herbs in workout prep,1,0%,0%,26,0%,yes,2026-05-21,2026-08-12,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
swimmersworld.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,6,160.153.0.26,160.153.0.0/24,,us,https://www.performancelab.com/blogs/nutrition/pros-and-cons-of-pre-workout-supplements,Modern pre-workout formulas (+1 more),2,0%,0%,39,0%,yes,2025-08-02,2026-08-21,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
switchbackfoods.com,KEEP_AFFILIATE_RETAIN,None - Established Authority Domain,Low,Domain-level only (outside sample),-,2,0,,20,23.227.38.65,23.227.38.0/24,Shopify,ca,,,,,,,,,2026-06-27,2026-06-27,,Authority score 20; no spam signature. No link-level sample available to confirm anchor or placement quality.
techwyse.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,2,35,141.193.213.10,141.193.213.0/24,WP Engine / managed WordPress,us,https://www.performancelab.com/ (+1 more),Performance Lab (+1 more),2,0%,100%,41,0%,no,2025-12-21,2026-07-04,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
terristeffes.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,31,173.194.45.121,173.194.45.0/24,,us,https://www.performancelab.com/blogs/omega-3/best-omega-3-supplement,from Performance Lab,1,0%,100%,30,0%,yes,2026-02-01,2026-07-03,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
testosteronefacts.org,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,6,35.185.243.65,35.185.243.0/24,,us,https://www.performancelab.com/blogs/wellness,$103.50 (original price: $207.00) (+1 more),2,0%,50%,11,0%,yes,2026-02-03,2026-08-04,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
the-sun.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,70,52.85.193.95,52.85.193.0/24,,us,https://www.performancelab.com/collections/nutropic (+1 more),nutropic.com,1,0%,0%,18,0%,yes,2024-03-27,2026-07-11,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
thecinnamonhollow.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,25,185.151.30.212,185.151.30.0/24,,gb,https://www.performancelab.com/products/performance-lab-mind (+1 more),Performance Lab Mind (+1 more),2,0%,100%,28,0%,yes,2025-10-27,2026-07-26,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
thenomadbrad.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,5,162.0.235.66,162.0.235.0/24,,us,https://www.performancelab.com/pages/associates (+1 more),Performance Lab Affiliate Program (+1 more),2,0%,100%,3,0%,yes,2025-03-28,2026-02-13,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
theqtree.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,194.32.107.12,194.32.107.0/24,,no,,,,,,,,,2026-05-15,2026-08-24,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
thesocialhouseja.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,7,72.167.69.37,72.167.69.0/24,,us,,,,,,,,,2026-05-20,2026-08-14,,"2 backlink(s) from an authority-7 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
thesun.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,85,3.171.85.65,3.171.85.0/24,,us,https://www.performancelab.com/collections/nutropic (+1 more),nutropic.com,1,0%,0%,18,0%,yes,2024-03-08,2026-04-28,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
tntcode.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,2,2,0,25,104.26.0.125,104.26.0.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,(empty/image),1,0%,0%,14451,100%,no,2026-03-04,2026-08-02,,"2 backlink(s) from an authority-25 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
toddleabout.co.uk,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,32,51.140.85.106,51.140.85.0/24,,gb,https://www.performancelab.com/collections/immunity,take supplements to support immunity,1,0%,0%,6,0%,yes,2026-01-26,2026-08-23,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
tomorrow.services,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,2,2,2,13,3.23.187.232,3.23.187.0/24,,us,https://mis.performancelab.com/assets/images/ieh0de/index.php?topic6725 (+1 more),oxqk6 (+1 more),2,0%,0%,10,0%,no,2026-02-03,2026-02-03,,"2 backlink(s) from an authority-13 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
toprankland.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,7,172.67.134.126,172.67.134.0/24,Cloudflare (shared CDN),,,,,,,,,,2026-08-07,2026-08-23,,"2 backlink(s) from an authority-7 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
topsleepsupplements.com,KEEP_AFFILIATE_RETAIN,None - Topically Aligned Domain,Low,Domain-level only (outside sample),-,2,0,,2,195.178.106.245,195.178.106.0/24,,md,,,,,,,,,2026-07-06,2026-08-04,,Domain name aligns with the health/performance niche. No link-level sample available to confirm placement quality.
townsendletter.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,29,35.212.118.245,35.212.118.0/24,,us,https://www.performancelab.com/blogs/immune/lactococcus-lactis-benefits,Lactococcus Lactis Benefits: Top 3 Reasons This Probiotic Works – Performance Lab®,1,0%,100%,54,0%,yes,2025-06-07,2026-08-01,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
travelclearly.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,172.67.153.46,172.67.153.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/collections/all-products (+1 more),Nu:tropic,1,0%,0%,18,100%,yes,2024-08-27,2026-07-04,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
travelerschronicle.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,2,198.54.114.254,198.54.114.0/24,,us,https://www.performancelab.com/collections/all-products (+1 more),Nu:tropic,1,0%,0%,24,100%,yes,2024-09-14,2026-04-30,,Niche-aligned source with a natural anchor distribution (0% branded/URL anchors).
trendy-daddy.fr,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,2,195.200.9.158,195.200.9.0/24,,gb,https://performancelab.com/products/omega-3,Performance Lab Oméga (+1 more),2,0%,50%,19,0%,yes,2022-10-29,2026-07-11,,Niche-aligned source with a natural anchor distribution (50% branded/URL anchors).
trimdownandshapeup.com,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,2,2,192.0.78.25,192.0.78.0/24,WordPress.com / Automattic,us,https://www.performancelab.com/blogs/fat-loss/magnesium-for-weight-loss?srsltid=AfmBOoo-0jP_5lfZrQ_LJdx_7ZeCsrIOy12Q6V65RQmqrjx2g_V_5y2y (+1 more),https://www.performancelab.com/blogs/fat-loss/magnesium-for-weight-loss?srsltid=AfmBOoo-0jP_5lfZrQ_LJdx_7ZeCsrIOy12Q6V65RQmqrjx2g_V_5y2y (+1 more),2,0%,100%,31,0%,yes,2025-08-21,2026-05-05,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
trumoria.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Domain-level only (outside sample) + risk triage,-,2,0,,6,213.109.149.171,213.109.149.0/24,,us,,,,,,,,,2026-06-28,2026-08-12,,"2 backlink(s) from an authority-6 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
trustedrevie.ws,KEEP_AFFILIATE_RETAIN,None - Topically Relevant Editorial / Affiliate Link,High,Link-level (in 50k sample),-,2,2,0,32,172.67.194.181,172.67.194.0/24,Cloudflare (shared CDN),,https://performancelab.com/,Performancelab.com Visit Website,1,0%,100%,4,100%,yes,2025-07-05,2026-06-15,,Niche-aligned source with a natural anchor distribution (100% branded/URL anchors).
trymeloair.com,KEEP_AFFILIATE_RETAIN,None - Brand Mention / Citation,Medium,Link-level (in 50k sample),-,2,2,0,29,23.227.38.65,23.227.38.0/24,Shopify,ca,https://global.performancelab.com/products/caffeine-plus (+1 more),Shop Performance Lab Caffeine Plus (+1 more),2,0%,100%,23,100%,no,2026-06-13,2026-06-13,,100% branded or bare-URL anchors; reads as an unsolicited citation rather than a placed link.
unicornlogicsystems.com,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Lowest Evidence Tier),Low,Domain-level only (outside sample) + risk triage (lowest tier),-,2,0,,2,189.73.221.147,189.73.221.0/24,,us,,,,,,,,,2026-07-22,2026-08-20,,"2 backlink(s) from an authority-2 domain. No spam signature, no hosting cluster, plausible name — but also no link-level data and near-zero authority. Retained because the exposure is immaterial either way, not because the domain was verified."
unicornplatform.com,KEEP_AFFILIATE_RETAIN,None - Authoritative Off-Niche Citation,Medium,Link-level (in 50k sample),-,2,2,2,32,104.26.11.137,104.26.11.0/24,Cloudflare (shared CDN),,https://www.performancelab.com/,performancelab.com (+1 more),2,0%,50%,29,0%,no,2025-12-11,2026-08-23,,"Domain authority 32 source outside the health niche, no exact-match anchor abuse and no spam signature. Reads as an editorial citation; the niche lexicon does not cover the source's own subject, and the link-level pass saw only low page-level authority."
unid.edu.pe,KEEP_AFFILIATE_RETAIN,None - Negligible Exposure (Risk-Triaged),Medium,Link-level (in 50k sample) + risk triage,-,2,2,0,17,192.158.229.248,192.158.229.0/24,,us,https://www.performancelab.com/blogs/caffeine-2/caffeine-cycling (+1 more),peak blood concentration within 1 to 1.5 hours (+1 more),2,0%,0%,18,100%,no,2026-03-09,2026-03-26,,"2 backlink(s) from an authority-17 domain with no spam signature, plausible name and no hosting cluster. Too little exposure to justify either a disavow or a manual review — retained on risk, not verified on merit."
